,fname,pix_class
31926,image42078,4
31927,image50419,2
31928,image8090,4
31929,image72703,4
31930,image2545,12
31931,image60362,11
31932,image21809,3
31933,image54735,5
31934,image14954,0
31935,image4990,5
31936,image29225,11
31937,image73209,16
31938,image31391,3
31939,image8909,11
31940,image39024,16
31941,image21190,4
31942,image71469,17
31943,image5503,0
31944,image75745,11
31945,image44534,5
31946,image35924,0
31947,image40618,17
31948,image52279,7
31949,image13912,5
31950,image62502,8
31951,image8861,8
31952,image1747,0
31953,image63160,1
31954,image33499,0
31955,image57537,9
31956,image26927,9
31957,image40770,0
31958,image49856,4
31959,image28647,9
31960,image22392,3
31961,image6701,8
31962,image47736,1
31963,image19436,11
31964,image3127,4
31965,image61700,2
31966,image73361,7
31967,image70992,5
31968,image5513,15
31969,image39034,0
31970,image41302,8
31971,image53763,9
31972,image62512,5
31973,image70173,11
31974,image56145,16
31975,image44524,0
31976,image4019,1
31977,image46344,12
31978,image21819,16
31979,image2555,11
31980,image43562,2
31981,image29235,12
31982,image32972,13
31983,image73219,9
31984,image61678,7
31985,image14944,16
31986,image7373,16
31987,image65554,8
31988,image80566,4
31989,image47853,3
31990,image62296,5
31991,image68743,4
31992,image33265,0
31993,image30896,15
31994,image69249,2
31995,image6864,5
31996,image15253,17
31997,image27348,17
31998,image17433,1
31999,image31405,11
32000,image49733,12
32001,image79048,4
32002,image51687,4
32003,image72097,16
32004,image48239,15
32005,image12215,13
32006,image26642,15
32007,image75948,16
32008,image16139,5
32009,image58140,3
32010,image20276,15
32011,image32617,3
32012,image52495,4
32013,image81114,0
32014,image54840,1
32015,image72876,3
32016,image9376,13
32017,image13667,8
32018,image27230,15
32019,image277,1
32020,image23074,3
32021,image79058,12
32022,image66833,12
32023,image27358,17
32024,image17423,16
32025,image26652,2
32026,image34233,2
32027,image48229,13
32028,image12205,13
32029,image8714,1
32030,image78552,0
32031,image62286,16
32032,image58028,1
32033,image68753,2
32034,image24032,0
32035,image80576,13
32036,image37159,4
32037,image15243,8
32038,image33275,17
32039,image21614,1
32040,image69259,12
32041,image41496,12
32042,image28932,0
32043,image35641,2
32044,image79120,1
32045,image30067,12
32046,image22406,3
32047,image53816,0
32048,image42684,12
32049,image6095,12
32050,image14631,1
32051,image32607,1
32052,image23895,12
32053,image58150,4
32054,image52485,8
32055,image71295,2
32056,image72866,14
32057,image69321,8
32058,image25440,16
32059,image54850,16
32060,image3817,12
32061,image80333,12
32062,image24677,4
32063,image36216,4
32064,image75684,9
32065,image33430,0
32066,image59367,2
32067,image31250,5
32068,image17266,17
32069,image4851,2
32070,image46295,0
32071,image34476,8
32072,image8151,9
32073,image14074,6
32074,image77805,5
32075,image20423,0
32076,image58715,17
32077,image21129,13
32078,image33548,4
32079,image1696,11
32080,image56875,0
32081,image55286,7
32082,image13032,3
32083,image79765,12
32084,image31328,3
32085,image12538,11
32086,image28796,2
32087,image30622,15
32088,image22243,16
32089,image16614,11
32090,image422,4
32091,image17276,17
32092,image65495,12
32093,image8141,7
32094,image18185,12
32095,image46285,0
32096,image34466,8
32097,image56084,8
32098,image36206,16
32099,image24667,11
32100,image3807,0
32101,image42830,15
32102,image64806,3
32103,image79775,12
32104,image9533,11
32105,image13022,8
32106,image31338,0
32107,image70853,1
32108,image27475,18
32109,image432,13
32110,image8039,15
32111,image12528,12
32112,image28786,16
32113,image30632,13
32114,image63938,13
32115,image38587,2
32116,image20433,5
32117,image32052,11
32118,image14064,3
32119,image66687,7
32120,image25215,17
32121,image33558,4
32122,image21139,12
32123,image25982,4
32124,image34710,16
32125,image54592,7
32126,image12726,16
32127,image8237,17
32128,image23557,5
32129,image52947,0
32130,image77382,4
32131,image67183,13
32132,image45299,13
32133,image59001,5
32134,image39283,4
32135,image73937,11
32136,image68270,10
32137,image10146,2
32138,image38789,8
32139,image24511,15
32140,image36170,4
32141,image44793,14
32142,image55901,4
32143,image17899,0
32144,image80055,2
32145,image30544,3
32146,image78109,3
32147,image41954,11
32148,image67962,16
32149,image47581,12
32150,image49378,13
32151,image3390,3
32152,image19681,0
32153,image79403,15
32154,image60924,0
32155,image78890,4
32156,image11534,4
32157,image37502,13
32158,image57780,2
32159,image15618,16
32160,image36008,1
32161,image74190,4
32162,image32324,4
32163,image20745,0
32164,image68308,4
32165,image29863,7
32166,image21327,9
32167,image39293,0
32168,image67193,2
32169,image15770,8
32170,image45289,1
32171,image66499,1
32172,image24501,9
32173,image17889,8
32174,image44783,1
32175,image38799,4
32176,image68260,4
32177,image59988,12
32178,image78061,5
32179,image8227,2
32180,image12736,12
32181,image28598,2
32182,image25992,15
32183,image34700,16
32184,image74961,13
32185,image77392,2
32186,image55088,13
32187,image17110,3
32188,image23547,13
32189,image31126,17
32190,image52957,16
32191,image25173,16
32192,image15608,0
32193,image60934,16
32194,image11524,2
32195,image58463,0
32196,image20755,11
32197,image32334,3
32198,image68318,0
32199,image24479,11
32200,image36018,5
32201,image14302,16
32202,image55869,12
32203,image754,11
32204,image64381,17
32205,image30554,1
32206,image48662,16
32207,image41944,13
32208,image19691,15
32209,image3380,15
32210,image79413,8
32211,image13344,3
32212,image35372,2
32213,image47591,4
32214,image78624,5
32215,image8462,15
32216,image12173,13
32217,image22608,13
32218,image71902,1
32219,image60790,16
32220,image26524,2
32221,image17755,0
32222,image7791,16
32223,image43180,5
32224,image38845,8
32225,image23302,17
32226,image59654,0
32227,image21562,11
32228,image15135,4
32229,image76944,4
32230,image80600,16
32231,image36725,0
32232,image68425,0
32233,image32409,16
32234,image5910,1
32235,image22770,0
32236,image72289,16
32237,image13501,3
32238,image62911,12
32239,image44927,3
32240,image35537,7
32241,image27156,11
32242,image5089,1
32243,image37357,16
32244,image11361,9
32245,image2956,15
32246,image43961,2
32247,image20110,7
32248,image80778,1
32249,image4583,12
32250,image15125,16
32251,image76954,8
32252,image50962,15
32253,image11209,15
32254,image21572,9
32255,image59644,8
32256,image68435,12
32257,image43809,7
32258,image10703,1
32259,image19825,13
32260,image70581,11
32261,image24354,15
32262,image57924,4
32263,image5878,2
32264,image34155,0
32265,image78634,1
32266,image60780,11
32267,image30279,16
32268,image43190,16
32269,image9178,16
32270,image62879,9
32271,image49445,4
32272,image17745,1
32273,image69047,7
32274,image41688,1
32275,image11371,11
32276,image12982,1
32277,image2946,1
32278,image81262,13
32279,image37347,13
32280,image898,0
32281,image80768,0
32282,image65947,12
32283,image4593,15
32284,image9999,5
32285,image43971,16
32286,image20100,16
32287,image50183,3
32288,image72299,4
32289,image48037,2
32290,image30301,0
32291,image16337,2
32292,image101,8
32293,image27146,4
32294,image35527,10
32295,image13511,1
32296,image79246,17
32297,image51489,15
32298,image62901,1
32299,image73793,2
32300,image20899,12
32301,image73572,11
32302,image21,17
32303,image3734,0
32304,image43209,13
32305,image51668,17
32306,image47125,2
32307,image55544,12
32308,image6112,11
32309,image72078,2
32310,image50362,1
32311,image11809,0
32312,image62279,1
32313,image32780,2
32314,image38255,5
32315,image74534,0
32316,image5278,2
32317,image45745,3
32318,image71312,5
32319,image63773,4
32320,image1154,17
32321,image30879,3
32322,image41469,3
32323,image65347,4
32324,image7560,12
32325,image43371,15
32326,image9399,4
32327,image29426,15
32328,image18657,15
32329,image72100,8
32330,image12382,0
32331,image11971,17
32332,image37947,1
32333,image46557,11
32334,image54136,13
32335,image44337,11
32336,image70760,5
32337,image62301,2
32338,image72899,4
32339,image39627,0
32340,image53170,12
32341,image41511,11
32342,image5300,12
32343,image75146,11
32344,image16937,7
32345,image74524,17
32346,image80599,17
32347,image23902,17
32348,image40173,16
32349,image30869,13
32350,image63763,5
32351,image71302,16
32352,image41479,4
32353,image5268,17
32354,image81093,15
32355,image7408,13
32356,image31,5
32357,image3724,4
32358,image51678,17
32359,image72068,8
32360,image60409,9
32361,image22591,1
32362,image11819,2
32363,image28044,16
32364,image42713,9
32365,image64725,11
32366,image6102,11
32367,image20289,16
32368,image70770,4
32369,image56746,5
32370,image67537,2
32371,image30911,16
32372,image21783,13
32373,image72889,4
32374,image41501,4
32375,image53160,2
32376,image39637,3
32377,image58826,3
32378,image31582,1
32379,image51700,11
32380,image40992,4
32381,image65357,5
32382,image7570,5
32383,image288,12
32384,image37957,0
32385,image54126,16
32386,image60571,13
32387,image2356,16
32388,image30088,2
32389,image12392,3
32390,image17289,13
32391,image55311,1
32392,image35193,4
32393,image49189,12
32394,image61746,4
32395,image3161,16
32396,image73327,16
32397,image19470,17
32398,image28601,13
32399,image39893,12
32400,image50537,2
32401,image48483,4
32402,image21927,17
32403,image16783,4
32404,image76501,7
32405,image64160,4
32406,image34499,13
32407,image66700,4
32408,image52357,6
32409,image38400,17
32410,image58682,0
32411,image8827,4
32412,image59388,12
32413,image26961,15
32414,image29273,10
32415,image19508,0
32416,image14902,0
32417,image77173,1
32418,image7335,8
32419,image54763,4
32420,image46302,7
32421,image64018,5
32422,image76479,3
32423,image26180,0
32424,image60334,1
32425,image2513,16
32426,image38578,13
32427,image62554,4
32428,image56103,13
32429,image36381,2
32430,image45068,13
32431,image57409,3
32432,image26819,1
32433,image64981,3
32434,image5555,13
32435,image41344,11
32436,image53725,4
32437,image1679,10
32438,image38410,17
32439,image58692,5
32440,image77982,5
32441,image4137,11
32442,image74371,17
32443,image24688,4
32444,image57561,0
32445,image8837,17
32446,image59398,16
32447,image1711,10
32448,image68870,11
32449,image49199,5
32450,image3171,12
32451,image47760,2
32452,image55301,11
32453,image17299,1
32454,image35183,8
32455,image16793,0
32456,image34489,0
32457,image64170,1
32458,image6757,2
32459,image76511,13
32460,image50527,5
32461,image35962,4
32462,image13954,12
32463,image3990,13
32464,image39062,0
32465,image41354,16
32466,image15581,13
32467,image45078,13
32468,image5545,1
32469,image26809,13
32470,image55279,7
32471,image14912,13
32472,image65502,2
32473,image7325,5
32474,image51155,0
32475,image68908,6
32476,image43534,0
32477,image29263,7
32478,image19518,16
32479,image32924,4
32480,image3009,16
32481,image78290,5
32482,image60324,16
32483,image2503,2
32484,image46312,4
32485,image26190,0
32486,image64008,0
32487,image63240,11
32488,image71621,1
32489,image78907,15
32490,image46885,5
32491,image45276,16
32492,image74007,5
32493,image4241,12
32494,image17876,16
32495,image14285,15
32496,image40450,1
32497,image52031,5
32498,image38766,12
32499,image59977,8
32500,image50651,2
32501,image64206,0
32502,image6421,0
32503,image27694,15
32504,image80923,12
32505,image47416,2
32506,image3207,5
32507,image73041,3
32508,image10830,16
32509,image79594,2
32510,image67014,17
32511,image5633,15
32512,image22853,2
32513,image59196,9
32514,image53443,11
32515,image39314,2
32516,image31938,11
32517,image62632,4
32518,image52149,7
32519,image40528,11
32520,image24486,4
32521,image56265,16
32522,image34687,4
32523,image54405,9
32524,image46064,12
32525,image60052,0
32526,image2675,11
32527,image18364,2
32528,image50729,0
32529,image42348,13
32530,image73139,7
32531,image61558,0
32532,image29115,13
32533,image43642,2
32534,image77215,17
32535,image7053,0
32536,image17097,12
32537,image64216,17
32538,image6431,1
32539,image59967,9
32540,image19706,1
32541,image73051,17
32542,image10820,0
32543,image47406,11
32544,image37485,4
32545,image45266,0
32546,image71631,11
32547,image63250,16
32548,image1477,14
32549,image78917,17
32550,image69785,8
32551,image38776,9
32552,image52021,12
32553,image66476,11
32554,image4251,17
32555,image74017,11
32556,image60042,16
32557,image2665,1
32558,image42358,16
32559,image25805,17
32560,image6549,1
32561,image54415,4
32562,image65664,0
32563,image77205,12
32564,image49387,14
32565,image61548,8
32566,image51233,0
32567,image43652,0
32568,image29105,0
32569,image22843,5
32570,image39304,16
32571,image53453,12
32572,image67004,12
32573,image24496,13
32574,image44614,2
32575,image56275,11
32576,image62622,17
32577,image40538,0
32578,image57042,8
32579,image67739,12
32580,image34833,1
32581,image39439,0
32582,image48829,4
32583,image63415,17
32584,image38133,17
32585,image56548,11
32586,image44129,4
32587,image27958,2
32588,image64453,1
32589,image6274,8
32590,image76032,5
32591,image28332,13
32592,image30286,16
32593,image33875,17
32594,image18449,1
32595,image2158,9
32596,image9187,0
32597,image29638,9
32598,image13496,9
32599,image61275,13
32600,image3452,3
32601,image62886,17
32602,image47243,2
32603,image77538,1
32604,image41677,13
32605,image33094,4
32606,image67641,12
32607,image75220,12
32608,image80797,13
32609,image44051,3
32610,image10684,7
32611,image69921,2
32612,image18531,8
32613,image60607,10
32614,image46631,1
32615,image77440,19
32616,image51476,12
32617,image29740,13
32618,image28322,0
32619,image42475,1
32620,image50014,16
32621,image2148,12
32622,image30296,1
32623,image46759,17
32624,image64443,11
32625,image6264,16
32626,image5897,12
32627,image55632,4
32628,image47253,11
32629,image65149,15
32630,image29628,0
32631,image61265,4
32632,image3442,12
32633,image73604,16
32634,image19153,17
32635,image39429,2
32636,image63405,4
32637,image57052,16
32638,image34823,15
32639,image67729,2
32640,image56558,2
32641,image27948,3
32642,image74642,12
32643,image66223,16
32644,image4404,10
32645,image40215,2
32646,image20097,4
32647,image54240,16
32648,image46621,2
32649,image60617,9
32650,image72276,5
32651,image29750,4
32652,image51466,5
32653,image20876,0
32654,image77450,12
32655,image75230,13
32656,image67651,9
32657,image41667,0
32658,image10694,17
32659,image70416,16
32660,image27830,12
32661,image74927,1
32662,image61499,4
32663,image23501,1
32664,image10889,0
32665,image52911,17
32666,image43783,3
32667,image42289,15
32668,image6498,3
32669,image34746,17
32670,image26327,16
32671,image55957,13
32672,image73961,11
32673,image52088,9
32674,image33700,14
32675,image59057,0
32676,image53582,4
32677,image15736,0
32678,image31018,4
32679,image52869,13
32680,image79455,4
32681,image16524,4
32682,image48624,1
32683,image22173,4
32684,image20713,5
32685,image31981,13
32686,image73819,0
32687,image4380,13
32688,image7973,4
32689,image14344,4
32690,image37554,12
32691,image46944,13
32692,image33678,0
32693,image21219,17
32694,image63381,14
32695,image69654,7
32696,image11562,17
32697,image73971,12
32698,image10100,4
32699,image24557,0
32700,image33710,16
32701,image21371,0
32702,image22982,8
32703,image61489,13
32704,image43793,5
32705,image7182,9
32706,image74937,1
32707,image17146,2
32708,image26337,3
32709,image6488,3
32710,image8271,16
32711,image4390,2
32712,image7963,16
32713,image14354,12
32714,image58435,2
32715,image32362,8
32716,image31991,14
32717,image63391,13
32718,image60962,3
32719,image25125,8
32720,image37544,3
32721,image46954,4
32722,image27745,4
32723,image35324,12
32724,image23469,0
32725,image73190,11
32726,image9603,4
32727,image79445,0
32728,image48634,16
32729,image41912,16
32730,image8309,4
32731,image50780,3
32732,image12618,2
32733,image79378,7
32734,image29681,1
32735,image44809,13
32736,image17703,0
32737,image35419,3
32738,image27078,13
32739,image77581,1
32740,image16209,12
32741,image26572,3
32742,image34113,15
32743,image8434,4
32744,image12125,2
32745,image68473,9
32746,image19863,14
32747,image80656,2
32748,image44190,4
32749,image15163,12
32750,image67780,1
32751,image76912,13
32752,image39480,1
32753,image69179,5
32754,image2878,13
32755,image48890,12
32756,image44971,13
32757,image35561,2
32758,image65098,3
32759,image79200,17
32760,image3593,15
32761,image30347,2
32762,image18588,12
32763,image48071,9
32764,image2099,16
32765,image46688,10
32766,image15982,4
32767,image16371,13
32768,image27899,17
32769,image58270,3
32770,image32527,0
32771,image11337,12
32772,image81224,8
32773,image57183,9
32774,image75299,5
32775,image37301,17
32776,image44180,4
32777,image14479,3
32778,image69169,16
32779,image33145,3
32780,image59612,11
32781,image2868,13
32782,image25608,17
32783,image37269,4
32784,image76902,13
32785,image44819,5
32786,image38803,0
32787,image29691,2
32788,image23344,11
32789,image12135,3
32790,image8424,8
32791,image71944,1
32792,image20156,0
32793,image32537,17
32794,image14501,1
32795,image57193,2
32796,image81234,12
32797,image37311,18
32798,image75289,4
32799,image69011,8
32800,image11327,4
32801,image13547,15
32802,image9056,13
32803,image3583,17
32804,image19092,11
32805,image47392,1
32806,image35571,12
32807,image27110,17
32808,image64582,4
32809,image5956,8
32810,image157,11
32811,image48061,1
32812,image18598,12
32813,image75087,4
32814,image15205,0
32815,image72958,11
32816,image33233,7
32817,image28974,17
32818,image61833,8
32819,image32739,2
32820,image68715,1
32821,image79987,16
32822,image24074,0
32823,image36415,13
32824,image80530,2
32825,image47805,4
32826,image26614,0
32827,image34275,3
32828,image22538,12
32829,image18796,4
32830,image1874,13
32831,image2287,0
32832,image8752,13
32833,image53928,1
32834,image12243,1
32835,image23032,1
32836,image40843,9
32837,image9258,9
32838,image66875,0
32839,image65286,12
32840,image1095,16
32841,image25406,13
32842,image37067,5
32843,image81142,2
32844,image54816,16
32845,image66094,12
32846,image80448,17
32847,image58116,9
32848,image32641,13
32849,image20220,17
32850,image30021,0
32851,image22440,12
32852,image53850,11
32853,image221,11
32854,image75866,3
32855,image76295,5
32856,image16017,4
32857,image24895,8
32858,image35607,12
32859,image55485,0
32860,image9320,13
32861,image79166,12
32862,image13631,16
32863,image1864,11
32864,image2297,11
32865,image22528,17
32866,image18786,17
32867,image12253,7
32868,image78504,12
32869,image53938,0
32870,image34265,4
32871,image46486,9
32872,image65296,8
32873,image17475,3
32874,image88,1
32875,image49775,0
32876,image31443,5
32877,image40853,12
32878,image33223,16
32879,image72948,1
32880,image28964,15
32881,image75097,3
32882,image15215,11
32883,image36405,4
32884,image47815,16
32885,image80520,11
32886,image20348,4
32887,image68705,3
32888,image79997,5
32889,image10433,8
32890,image75876,4
32891,image231,13
32892,image48307,11
32893,image22450,2
32894,image30031,3
32895,image13621,4
32896,image79176,8
32897,image9330,8
32898,image24885,11
32899,image35617,12
32900,image27276,1
32901,image55495,5
32902,image37077,11
32903,image25416,1
32904,image45694,12
32905,image54806,5
32906,image1085,3
32907,image69377,16
32908,image20230,7
32909,image32651,12
32910,image58106,11
32911,image38384,2
32912,image66084,17
32913,image80458,0
32914,image59331,1
32915,image5494,5
32916,image80365,2
32917,image36240,0
32918,image68140,1
32919,image62495,0
32920,image78341,0
32921,image8107,8
32922,image63806,1
32923,image72694,0
32924,image45830,0
32925,image34420,17
32926,image51084,5
32927,image31206,2
32928,image64938,17
32929,image69532,11
32930,image11604,0
32931,image52296,16
32932,image51865,16
32933,image20475,4
32934,image32014,8
32935,image58743,15
32936,image3939,16
32937,image77853,2
32938,image45948,13
32939,image6686,8
32940,image26139,1
32941,image39952,7
32942,image42097,1
32943,image78239,5
32944,image48542,17
32945,image22215,16
32946,image30674,5
32947,image70815,13
32948,image61687,15
32949,image17348,5
32950,image35052,5
32951,image34430,10
32952,image78351,11
32953,image12406,5
32954,image63816,1
32955,image72684,12
32956,image51094,0
32957,image31216,17
32958,image4817,4
32959,image64850,7
32960,image42866,13
32961,image59321,1
32962,image33476,3
32963,image13895,11
32964,image68150,16
32965,image3851,1
32966,image62485,5
32967,image80375,3
32968,image36250,0
32969,image42087,15
32970,image30664,12
32971,image45958,1
32972,image6696,16
32973,image56833,15
32974,image27423,15
32975,image35042,2
32976,image9565,16
32977,image79723,17
32978,image59259,8
32979,image71496,1
32980,image15538,12
32981,image14032,2
32982,image77843,15
32983,image36328,12
32984,image52286,13
32985,image68028,13
32986,image3929,5
32987,image20465,0
32988,image60297,11
32989,image45852,11
32990,image16758,16
32991,image34442,8
32992,image17252,17
32993,image4865,11
32994,image7296,15
32995,image79629,7
32996,image69428,13
32997,image59353,1
32998,image21065,2
32999,image64822,17
33000,image25349,2
33001,image37728,9
33002,image24643,8
33003,image10214,8
33004,image68122,0
33005,image70096,4
33006,image39930,17
33007,image22277,0
33008,image9517,15
33009,image13006,0
33010,image70877,17
33011,image73284,1
33012,image56841,4
33013,image27451,3
33014,image37650,12
33015,image25231,13
33016,image63085,12
33017,image40695,17
33018,image51807,0
33019,image20417,9
33020,image77831,17
33021,image4084,8
33022,image15422,16
33023,image37738,11
33024,image25359,1
33025,image64832,3
33026,image53696,1
33027,image42804,16
33028,image21075,17
33029,image59343,14
33030,image10204,5
33031,image58649,2
33032,image3833,0
33033,image14128,13
33034,image24653,0
33035,image36232,11
33036,image16748,16
33037,image26033,4
33038,image34452,17
33039,image39858,2
33040,image78333,16
33041,image63874,1
33042,image48448,13
33043,image60287,11
33044,image43497,0
33045,image49142,1
33046,image32887,0
33047,image31274,7
33048,image23615,2
33049,image4875,17
33050,image35158,16
33051,image18950,7
33052,image14050,0
33053,image40685,11
33054,image51817,1
33055,image32066,0
33056,image20407,14
33057,image58731,12
33058,image39920,13
33059,image50484,9
33060,image30606,13
33061,image16630,4
33062,image406,1
33063,image79741,12
33064,image73294,3
33065,image12221,5
33066,image78576,0
33067,image58995,4
33068,image31431,8
33069,image29585,16
33070,image40821,0
33071,image66817,8
33072,image77685,3
33073,image17407,1
33074,image81058,0
33075,image16894,16
33076,image33251,17
33077,image59506,17
33078,image24016,4
33079,image48375,0
33080,image75804,11
33081,image64696,2
33082,image16075,11
33083,image35665,8
33084,image47086,16
33085,image3697,2
33086,image31549,4
33087,image19386,3
33088,image13653,13
33089,image9342,8
33090,image40959,15
33091,image21748,8
33092,image69305,0
33093,image11033,11
33094,image37005,3
33095,image6928,13
33096,image54874,3
33097,image81120,5
33098,image74497,12
33099,image32623,8
33100,image61929,16
33101,image58174,13
33102,image59516,7
33103,image21620,0
33104,image33241,12
33105,image39794,11
33106,image28906,15
33107,image67494,16
33108,image15277,11
33109,image16884,12
33110,image36467,13
33111,image24006,2
33112,image80542,11
33113,image44284,4
33114,image61841,13
33115,image10451,15
33116,image1806,0
33117,image78566,16
33118,image8720,4
33119,image34207,7
33120,image26666,1
33121,image54085,13
33122,image77695,17
33123,image17417,3
33124,image23040,9
33125,image58985,13
33126,image6938,1
33127,image37015,12
33128,image25474,10
33129,image81130,4
33130,image57297,1
33131,image54864,16
33132,image72852,4
33133,image33339,1
33134,image11023,9
33135,image69315,7
33136,image61939,12
33137,image10529,2
33138,image74487,1
33139,image14605,16
33140,image253,2
33141,image75814,13
33142,image64686,11
33143,image16065,12
33144,image8658,1
33145,image12349,17
33146,image31559,12
33147,image3687,8
33148,image79114,5
33149,image9352,4
33150,image40949,13
33151,image13643,2
33152,image27214,18
33153,image47096,13
33154,image68411,1
33155,image10727,2
33156,image36711,12
33157,image27983,4
33158,image74689,4
33159,image76970,7
33160,image59660,4
33161,image38871,9
33162,image3489,11
33163,image23336,12
33164,image19198,5
33165,image46792,8
33166,image64488,2
33167,image34171,16
33168,image12147,12
33169,image8456,1
33170,image78610,1
33171,image66390,11
33172,image65963,5
33173,image38090,0
33174,image69063,2
33175,image11355,5
33176,image59718,7
33177,image2962,2
33178,image25702,12
33179,image34990,1
33180,image76808,0
33181,image55781,1
33182,image38909,9
33183,image9024,13
33184,image79262,8
33185,image28291,11
33186,image78768,15
33187,image48013,13
33188,image22744,12
33189,image16313,13
33190,image57878,2
33191,image76191,5
33192,image34009,8
33193,image17771,8
33194,image65192,2
33195,image38861,4
33196,image23326,13
33197,image31747,16
33198,image19188,7
33199,image69892,1
33200,image78600,5
33201,image8446,5
33202,image12157,0
33203,image18482,0
33204,image71926,8
33205,image46782,1
33206,image15888,16
33207,image26500,8
33208,image64498,0
33209,image80624,17
33210,image56583,7
33211,image74699,13
33212,image27993,13
33213,image10737,15
33214,image19811,11
33215,image59670,7
33216,image15111,2
33217,image57089,13
33218,image75393,13
33219,image9034,0
33220,image38919,3
33221,image62935,13
33222,image55791,4
33223,image17609,11
33224,image35513,9
33225,image27172,4
33226,image57868,11
33227,image34019,1
33228,image22754,13
33229,image30335,17
33230,image48003,15
33231,image58202,15
33232,image19969,1
33233,image66380,1
33234,image24218,2
33235,image81256,0
33236,image15069,13
33237,image45590,11
33238,image37373,16
33239,image11345,2
33240,image2972,0
33241,image59708,16
33242,image7869,13
33243,image36144,5
33244,image24525,16
33245,image80061,4
33246,image55935,12
33247,image62791,0
33248,image20609,8
33249,image10172,1
33250,image21303,11
33251,image33762,13
33252,image11478,5
33253,image41181,1
33254,image5790,15
33255,image15754,12
33256,image74945,12
33257,image49234,11
33258,image52973,15
33259,image72590,1
33260,image8203,1
33261,image41818,13
33262,image12712,11
33263,image34724,0
33264,image26345,17
33265,image608,16
33266,image70288,9
33267,image29857,1
33268,image7911,5
33269,image80119,2
33270,image60910,3
33271,image11500,0
33272,image43699,1
33273,image79437,4
33274,image9671,5
33275,image35356,4
33276,image770,4
33277,image6582,4
33278,image22111,0
33279,image30570,5
33280,image60089,17
33281,image42393,13
33282,image49224,1
33283,image13208,1
33284,image52963,4
33285,image9719,16
33286,image51390,12
33287,image74955,1
33288,image17124,8
33289,image26355,1
33290,image34734,13
33291,image72580,16
33292,image22079,0
33293,image20619,16
33294,image32278,16
33295,image73913,1
33296,image68254,0
33297,image7879,5
33298,image55925,0
33299,image15744,1
33300,image60878,8
33301,image59025,17
33302,image41191,9
33303,image7098,13
33304,image35346,12
33305,image80890,11
33306,image61593,12
33307,image10983,5
33308,image13370,0
33309,image43689,5
33310,image79427,0
33311,image48656,1
33312,image30560,12
33313,image22101,4
33314,image41970,8
33315,image42383,4
33316,image6592,4
33317,image67946,1
33318,image760,0
33319,image16556,12
33320,image32300,12
33321,image20761,3
33322,image58457,3
33323,image70298,4
33324,image22898,8
33325,image60900,3
33326,image53488,13
33327,image11510,17
33328,image64431,12
33329,image6216,15
33330,image61217,3
33331,image3430,12
33332,image47221,16
33333,image55640,1
33334,image34851,15
33335,image12867,14
33336,image11294,11
33337,image71016,13
33338,image63477,6
33339,image43894,1
33340,image40267,5
33341,image38151,12
33342,image66251,17
33343,image28228,13
33344,image12086,1
33345,image69943,11
33346,image18553,4
33347,image15959,17
33348,image54232,13
33349,image55738,16
33350,image47359,2
33351,image65043,17
33352,image29722,4
33353,image51414,16
33354,image43075,5
33355,image3548,4
33356,image31696,0
33357,image19059,11
33358,image53274,8
33359,image41615,4
33360,image57158,13
33361,image45539,17
33362,image56452,0
33363,image27842,4
33364,image66329,5
33365,image38029,16
33366,image70464,0
33367,image62005,1
33368,image11284,7
33369,image1240,1
33370,image71006,0
33371,image57030,7
33372,image45451,13
33373,image34841,5
33374,image66241,0
33375,image4466,6
33376,image52616,2
33377,image32494,15
33378,image50076,7
33379,image33807,11
33380,image15831,1
33381,image55650,15
33382,image47231,16
33383,image19131,12
33384,image3420,4
33385,image45529,4
33386,image57148,1
33387,image67633,9
33388,image5014,3
33389,image34939,3
33390,image53264,16
33391,image1338,4
33392,image48923,17
33393,image21487,13
33394,image38039,4
33395,image9914,0
33396,image56442,4
33397,image27852,3
33398,image64559,3
33399,image8587,9
33400,image60675,5
33401,image72214,7
33402,image43065,1
33403,image29732,3
33404,image20814,17
33405,image19049,13
33406,image3558,1
33407,image47349,3
33408,image55728,5
33409,image77432,15
33410,image59915,1
33411,image60148,4
33412,image50633,12
33413,image64264,5
33414,image36864,11
33415,image55015,19
33416,image61442,16
33417,image3265,13
33418,image43758,5
33419,image63222,5
33420,image1405,1
33421,image71643,2
33422,image41138,8
33423,image5729,3
33424,image57675,13
33425,image74065,4
33426,image66404,16
33427,image4223,11
33428,image58586,17
33429,image62728,7
33430,image31822,7
33431,image26284,5
33432,image54467,11
33433,image46006,4
33434,image18306,13
33435,image2617,13
33436,image72451,15
33437,image78184,4
33438,image43620,17
33439,image51241,11
33440,image77277,13
33441,image65616,1
33442,image74884,1
33443,image75417,8
33444,image67076,17
33445,image5651,15
33446,image22831,0
33447,image39376,13
33448,image62650,14
33449,image70231,1
33450,image56207,1
33451,image25086,2
33452,image5739,16
33453,image22959,11
33454,image71653,12
33455,image1415,16
33456,image41128,5
33457,image58596,10
33458,image40422,5
33459,image38714,12
33460,image66414,17
33461,image74075,17
33462,image17804,2
33463,image64274,4
33464,image16497,0
33465,image48797,4
33466,image72539,11
33467,image59905,0
33468,image42242,9
33469,image61452,8
33470,image19764,15
33471,image10842,17
33472,image43748,7
33473,image35287,13
33474,image36874,12
33475,image47464,0
33476,image22821,16
33477,image53431,15
33478,image39366,13
33479,image67066,1
33480,image44676,8
33481,image70221,17
